"Number.People","Ward","Division","House.Number","Street.Name","Address.Line.2"
36,22,14,262,"E CLIVEDEN ST","CILVEDEN ST EAST APTS"
29,22,14,49,"E CLIVEDEN ST","CLIVEDEN APTS"
14,22,14,45,"E CLIVEDEN ST",""
13,22,21,395,"E CLIVEDEN ST",""
11,10,29,1504,"E CLIVEDEN ST",""
13,39,32,915,"EMILY ST",""
12,56,36,1709,"LANSING ST","LANSING GARDENS"
25,37,17,2831,"N HUTCHINSON ST",""
11,28,12,2508,"N 30TH ST",""
46,49,3,1101,"W SPENCER ST","PENNA COLL OF OPTOM 1101"
36,49,3,900,"W SPENCER ST","SPENCER PLACE APTS"
13,49,3,1020,"W SPENCER ST",""
22,23,15,2116,"ORTHODOX ST",""
11,23,5,1414,"ORTHODOX ST",""
13,34,7,1528,"N REDFIELD ST",""
11,34,7,1544,"N REDFIELD ST",""
29,52,5,2331,"N 58TH ST","OVERBROOK COURT APTS"
11,56,5,7922,"DORCAS ST",""
18,15,10,1627,"OGDEN ST",""
12,6,11,4040,"OGDEN ST",""
100,27,16,710,"S 42ND ST",""
51,27,7,510,"S 42ND ST",""
38,27,9,329,"S 42ND ST","SURREY HALL APTS"
22,27,16,708,"S 42ND ST",""
19,27,5,413,"S 42ND ST",""
16,27,5,411,"S 42ND ST",""
13,27,1,204,"S 42ND ST",""
13,27,23,326,"S 42ND ST",""
12,27,1,207,"S 42ND ST",""
12,27,5,415,"S 42ND ST",""
11,27,1,233,"S 42ND ST",""
114,24,18,3320,"POWELTON AVE","DREXEL VAN RENSSELAER"
106,24,6,3500,"POWELTON AVE","THE COURTS AT POWELTON"
21,6,1,4052,"POWELTON AVE",""
20,24,8,3827,"POWELTON AVE",""
12,24,1,3409,"POWELTON AVE",""
11,24,1,3331,"POWELTON AVE",""
11,24,5,3601,"POWELTON AVE","LEXINGTON APTS"
141,52,13,4991,"PARKSIDE AVE","PARKSIDE VILLAGE APTS"
42,6,15,4130,"PARKSIDE AVE","BRANTWOOD APTS"
17,6,15,4108,"PARKSIDE AVE",""
15,6,15,4142,"PARKSIDE AVE",""
57,44,2,5353,"MASTER ST","SIMPSON FLETCHER HOUSE"
18,51,14,5113,"FLORENCE AVE",""
11,46,17,4811,"FLORENCE AVE",""
47,49,9,630,"W FISHER AVE",""
11,22,23,322,"E DURHAM ST",""
47,23,6,4925,"SAUL ST","JEFFERSON COURT APTS"
76,32,28,2653,"W GLENWOOD AVE",""
39,32,10,3101,"W GLENWOOD AVE","209"
25,16,16,2440,"W GLENWOOD AVE",""
16,16,16,2322,"W GLENWOOD AVE",""
13,16,16,2312,"W GLENWOOD AVE",""
13,16,16,2340,"W GLENWOOD AVE",""
13,16,16,2400,"W GLENWOOD AVE",""
12,16,16,2330,"W GLENWOOD AVE",""
11,16,16,2420,"W GLENWOOD AVE",""
68,27,17,1450,"S 50TH ST",""
34,60,8,315,"S 50TH ST",""
17,60,9,314,"S 50TH ST",""
16,60,12,209,"S 50TH ST",""
16,60,12,228,"S 50TH ST",""
19,23,20,1661,"HARRISON ST",""
11,23,20,1655,"HARRISON ST",""
11,23,20,1688,"HARRISON ST",""
67,34,34,1120,"N 66TH ST","LOTUS VILLAGE BLDG A"
31,34,22,1121,"N 66TH ST","LOTUS VILLAGE BLDG B"
47,27,10,315,"S 45TH ST","ROYAL PALM COURT"
18,27,14,245,"S 45TH ST",""
15,46,23,328,"S 45TH ST",""
14,46,23,332,"S 45TH ST",""
14,27,23,419,"S 45TH ST",""
12,46,23,230,"S 45TH ST",""
433,59,20,633,"W RITTENHOUSE ST",""
71,59,17,22,"W RITTENHOUSE ST",""
17,59,19,251,"W RITTENHOUSE ST",""
11,59,19,243,"W RITTENHOUSE ST",""
369,52,10,3900,"FORD RD",""
121,52,8,4051,"FORD RD",""
89,52,8,4001,"FORD RD",""
378,8,25,1,"FRANKLIN TOWN BLV ","ONE FRANKLIN TOWN BLVD"
302,8,25,2,"FRANKLIN TOWN BLV ","THE WATERMARK"
20,31,1,2042,"AMBER ST",""
32,56,21,2401,"HOFFNAGLE ST","LONGWOOD MANOR BLDG A"
22,56,23,1625,"HOFFNAGLE ST",""
18,56,23,1635,"HOFFNAGLE ST","PEARL GATE MANOR"
15,56,23,1725,"HOFFNAGLE ST","CONCORD APTS 1725"
14,63,14,307,"HOFFNAGLE ST",""
48,56,21,2401,"BENSON ST","LONGWOOD MANOR BLDG C"
46,56,21,2400,"BENSON ST","LONGWOOD MANOR BLDG B"
14,59,8,423,"E HAINES ST",""
16,8,1,2310,"DELANCEY PL",""
15,8,4,1730,"DELANCEY PL",""
15,8,2,2100,"DELANCEY PL",""
11,8,2,2011,"DELANCEY PL",""
20,31,3,2135,"E SUSQUEHANNA AVE",""
14,18,11,1401,"E SUSQUEHANNA AVE",""
163,22,8,229,"W UPSAL ST","PELHAM PARK APTS"
158,22,10,246,"W UPSAL ST","UPSAL GARDEN APTS"
18,22,8,333,"W UPSAL ST",""
81,21,40,6901,"VALLEY AVE","VALLEY APTS"
11,21,41,7398,"VALLEY AVE",""
63,22,29,944,"E JOHNSON ST",""
24,59,13,250,"E JOHNSON ST",""
23,22,28,1300,"E JOHNSON ST",""
22,22,28,1310,"E JOHNSON ST","JOHNSON COURT"
18,22,28,1320,"E JOHNSON ST",""
13,59,12,16,"E JOHNSON ST",""
11,59,13,248,"E JOHNSON ST","WINCREST APTS"
84,29,10,1363,"N 31ST ST",""
19,29,10,1415,"N 31ST ST",""
22,30,11,2000,"KIMBALL ST",""
13,5,11,248,"S CAMAC ST",""
104,12,8,507,"W MANHEIM ST",""
78,12,8,549,"W MANHEIM ST",""
66,13,5,430,"W MANHEIM ST",""
14,12,18,122,"W MANHEIM ST",""
11,12,18,162,"W MANHEIM ST",""
140,59,17,515,"W CHELTEN AVE",""
99,12,15,18,"W CHELTEN AVE","INTERFAITH HOUSE"
50,59,17,319,"W CHELTEN AVE","CHELTEN PLACE"
38,59,17,425,"W CHELTEN AVE","PRESIDENT APTS"
32,12,22,500,"W CHELTEN AVE","CHELTEN ARMS"
13,12,22,326,"W CHELTEN AVE",""
12,59,17,427,"W CHELTEN AVE","BEL AIR APTS"
26,56,3,1730,"TEESDALE ST",""
19,14,1,1201,"BRANDYWINE ST",""
13,15,15,1938,"BRANDYWINE ST",""
11,8,26,1508,"BRANDYWINE ST",""
98,24,6,55,"N 40TH ST","CENTER POST APTS"
24,24,7,611,"N 40TH ST",""
22,24,8,415,"N 40TH ST",""
17,24,8,407,"N 40TH ST",""
12,24,8,335,"N 40TH ST",""
11,6,3,420,"N 40TH ST",""
36,59,16,101,"E CHELTEN AVE",""
28,12,6,500,"E CHELTEN AVE",""
27,59,5,717,"E CHELTEN AVE",""
13,59,16,301,"E CHELTEN AVE",""
14,22,23,301,"E MOUNT PLEASANT AVE","ARDLEIGH MANOR APTS"
11,3,16,5901,"COBBS CREEK PKW",""
11,16,14,2319,"N BEECHWOOD ST",""
326,57,27,9601,"ASHTON RD","VICTORIA WOODS"
52,57,27,9305,"ASHTON RD","SANDLEWOOD APTS"
45,57,27,9401,"ASHTON RD",""
88,9,17,7601,"CRITTENDEN ST","COBBLESTONE OF CHSNT HILL"
64,59,1,6201,"CRITTENDEN ST","WASHINGTON LA APTS BLDG H"
23,9,16,7715,"CRITTENDEN ST",""
19,22,24,6801,"CRITTENDEN ST","CRITTENDEN MANOR BLDG 1"
18,22,28,6325,"CRITTENDEN ST",""
11,22,24,6813,"CRITTENDEN ST","CRITTENDEN MANOR BLDG 2"
27,31,3,2152,"E DAUPHIN ST",""
11,31,9,1924,"E DAUPHIN ST",""
11,31,3,2136,"E DAUPHIN ST",""
13,12,3,5606,"BOYER ST",""
84,21,7,161,"LEVERINGTON AVE",""
60,21,8,100,"LEVERINGTON AVE",""
43,21,27,631,"LEVERINGTON AVE","LEVERINGTON COURT APTS"
15,21,8,4,"LEVERINGTON AVE",""
92,36,25,1701,"S 28TH ST",""
14,63,2,7840,"HASBROOK AVE",""
35,24,1,3209,"BARING ST",""
22,6,3,4001,"BARING ST",""
15,6,3,4011,"BARING ST",""
11,24,1,3417,"BARING ST",""
11,24,5,3509,"BARING ST",""
11,24,5,3616,"BARING ST",""
11,6,1,4030,"BARING ST",""
92,47,11,1710,"N CROSKEY ST","BENTLY HALL"
69,32,15,1850,"N CROSKEY ST",""
11,40,1,6506,"DICKS AVE",""
66,5,26,225,"CHURCH ST","SUGAR REFINERY"
50,5,26,224,"CHURCH ST",""
43,5,26,222,"CHURCH ST","CHURCH ST APTS"
22,5,26,103,"CHURCH ST",""
20,5,26,102,"CHURCH ST",""
17,5,26,210,"CHURCH ST",""
15,5,26,122,"CHURCH ST",""
11,28,18,2710,"N RINGGOLD ST",""
44,22,20,6640,"SPRAGUE ST","KENTWELL HALL APTS"
32,59,4,5725,"SPRAGUE ST",""
17,22,23,7125,"SPRAGUE ST",""
11,22,23,7123,"SPRAGUE ST",""
56,23,7,4712,"LEIPER ST",""
54,23,5,4616,"LEIPER ST","SORENSEN ARMS"
52,23,7,4716,"LEIPER ST",""
20,23,7,4747,"LEIPER ST",""
15,23,5,4605,"LEIPER ST",""
13,23,7,4705,"LEIPER ST",""
12,23,5,4511,"LEIPER ST",""
11,23,5,4637,"LEIPER ST",""
553,5,3,604,"S WASHINGTON SQ","HOPKINSON HOUSE"
12,34,23,6312,"SHERWOOD RD","HASTING MANOR FLOOR A"
57,46,22,220,"S 47TH ST",""
43,46,17,801,"S 47TH ST","UNIVERSITY APTS"
29,46,19,351,"S 47TH ST","GARDEN COURT B APTS"
28,46,8,1108,"S 47TH ST",""
23,46,1,500,"S 47TH ST","LARCHWOOD TERRACE APTS"
14,46,22,241,"S 47TH ST",""
11,46,17,907,"S 47TH ST",""
76,57,7,2661,"WILLITS RD","WELSHWOOD APTS SYCAMORE"
71,57,7,2669,"WILLITS RD","WELSHWOOD APTS LINDEN"
61,57,7,2665,"WILLITS RD","WELSHWOOD APTS DOGWOOD"
43,57,17,3324,"WILLITS RD","THOMAS HOLME APTS"
11,57,7,2707,"WILLITS RD",""
65,40,5,2001,"S 59TH ST",""
13,65,17,4411,"SHEFFIELD ST",""
97,65,12,7979,"STATE RD","RIVERVIEW"
89,65,4,9503,"STATE RD","HARBOR VIEW TOWERS"
34,65,4,9501,"STATE RD",""
20,65,4,9527,"STATE RD",""
20,65,4,9529,"STATE RD",""
18,65,4,9523,"STATE RD",""
12,65,4,9517,"STATE RD",""
11,16,2,1630,"W YORK ST",""
183,5,10,3,"N COLUMBUS BLV","PIER 3 PENNS LANDING"
166,5,10,7,"N COLUMBUS BLV","PIER 5 PENNS LANDING"
161,5,30,250,"N COLUMBUS BLV",""
46,5,10,31,"N COLUMBUS BLV","PIER 3 PENNS LANDING"
18,51,14,5020,"PENTRIDGE ST",""
134,8,23,2301,"CHERRY ST","RIVERS EDGE"
49,8,23,2201,"CHERRY ST",""
40,5,24,801,"CHERRY ST","PA COLG PODIATRIC DORMS"
36,5,24,910,"CHERRY ST",""
19,8,19,2039,"CHERRY ST","MOORE COL ART SARTAIN"
16,5,24,1025,"CHERRY ST",""
14,6,13,4329,"WESTMINSTER AVE",""
12,6,16,4652,"WESTMINSTER AVE",""
41,56,36,7801,"LANGDON ST",""
42,27,5,506,"S 41ST ST","FLORENCE GARDENS"
24,27,9,219,"S 41ST ST",""
23,27,9,213,"S 41ST ST",""
20,27,6,121,"S 41ST ST",""
14,27,5,416,"S 41ST ST",""
14,27,5,503,"S 41ST ST",""
12,27,1,208,"S 41ST ST",""
12,27,9,221,"S 41ST ST",""
12,27,9,239,"S 41ST ST",""
12,27,9,317,"S 41ST ST",""
12,27,5,403,"S 41ST ST",""
11,27,1,202,"S 41ST ST",""
11,27,1,206,"S 41ST ST",""
11,27,9,311,"S 41ST ST",""
11,27,9,315,"S 41ST ST",""
11,27,5,508,"S 41ST ST",""
12,49,1,705,"W WINGOHOCKING ST",""
240,13,18,1717,"W HUNTING PARK AVE","OPPORTUNITY TOWER"
33,13,18,1727,"W HUNTING PARK AVE","OPPORTUNITY TOWERS"
20,43,1,1315,"W HUNTING PARK AVE",""
19,13,19,2113,"W HUNTING PARK AVE",""
12,13,19,2115,"W HUNTING PARK AVE",""
18,34,25,6063,"DREXEL RD",""
39,21,26,616,"WALNUT LN","CAMARON APTS"
23,21,24,700,"WALNUT LN","WALNUT LANE WEST"
13,21,24,685,"WALNUT LN","PARK PLAZA APTS"
18,56,17,7961,"SUMMERDALE AVE",""
171,58,27,9926,"HALDEMAN AVE",""
82,58,31,10714,"HALDEMAN AVE","HALDEMAN MANOR"
24,58,27,9815,"HALDEMAN AVE",""
23,58,27,9801,"HALDEMAN AVE","BEECHWOOD 9801 FLOOR A"
19,58,27,9805,"HALDEMAN AVE","BEECHWOOD 9805 FLOOR C"
19,58,27,9811,"HALDEMAN AVE","BEECHWOOD 9811 FLOOR A"
16,58,27,9803,"HALDEMAN AVE","BEECHWOOD 9803 FLOOR C"
15,58,27,9809,"HALDEMAN AVE","BEECHWOOD 9809 FLOOR A"
13,58,27,9807,"HALDEMAN AVE","BEECHWOOD FLOOR A"
12,58,27,9813,"HALDEMAN AVE","BEECHWOOD 9813 FLOOR A"
11,28,1,2454,"W OAKDALE ST",""
133,26,23,3600,"GATEWAY DR","PARK BRADFORD APTS 3600"
129,26,23,3700,"GATEWAY DR",""
78,26,23,3800,"GATEWAY DR","PARK BRADFORD APTS 3800"
14,26,23,3934,"GATEWAY DR",""
12,26,23,3942,"GATEWAY DR",""
146,58,12,441,"TOMLINSON RD","HUNTINGDON HILLS CONDOS"
18,58,31,1760,"TOMLINSON RD","TOMLINSON COURT 1760"
15,58,31,1750,"TOMLINSON RD","TOMLINSON COURT 1750"
12,58,31,1770,"TOMLINSON RD","TOMLINSON COURT 1770"
40,61,24,600,"W CHELTENHAM AVE",""
28,61,26,210,"W CHELTENHAM AVE","MELROSE PARK MANOR BLDG D"
101,59,18,401,"W WALNUT LN","WAL LANE HOUSE"
78,59,21,215,"W WALNUT LN","WALLINGTON APTS"
34,59,21,236,"W WALNUT LN",""
28,59,21,240,"W WALNUT LN",""
22,59,21,234,"W WALNUT LN",""
18,59,21,232,"W WALNUT LN",""
15,59,21,238,"W WALNUT LN",""
14,59,21,269,"W WALNUT LN",""
12,59,21,242,"W WALNUT LN",""
12,59,21,280,"W WALNUT LN",""
25,2,14,928,"E MOYAMENSING AVE",""
14,49,6,1311,"MEDARY AVE",""
14,56,6,7913,"DUNGAN RD",""
12,56,6,7905,"DUNGAN RD",""
39,30,8,2300,"NAUDAIN ST",""
28,63,10,920,"EMERSON ST","PARK CREST MANOR"
17,63,10,900,"EMERSON ST",""
32,22,4,7000,"LINCOLN DR","LINCOLN TERRACE"
23,22,2,6600,"LINCOLN DR",""
49,59,9,5915,"MAGNOLIA ST",""
34,61,21,1325,"66TH AVE","BROAD EAST APTS"
14,17,1,1400,"66TH AVE",""
56,7,18,124,"E INDIANA AVE",""
11,4,12,22,"N FRAZIER ST",""
241,58,24,2600,"SOUTHAMPTON RD","SELF HELP SOUTHAMPTON"
87,66,5,2701,"SOUTHAMPTON RD",""
12,21,7,144,"GREEN LN",""
66,17,26,1418,"CONLYN ST",""
27,45,13,2200,"E VENANGO ST",""
100,17,20,1416,"CLEARVIEW ST","SUFFOLK MANOR BLDG G"
14,17,20,1422,"CLEARVIEW ST",""
11,17,20,1418,"CLEARVIEW ST",""
11,17,20,1420,"CLEARVIEW ST",""
11,17,20,1424,"CLEARVIEW ST",""
16,12,9,5301,"BAYNTON ST",""
11,12,9,5335,"BAYNTON ST",""
34,31,8,2446,"CORAL ST",""
25,21,21,4555,"PECHIN ST",""
117,52,12,2100,"N 49TH ST",""
107,44,8,111,"N 49TH ST",""
102,21,9,1,"PARKER AVE",""
87,21,29,100,"PARKER AVE",""
22,21,29,300,"PARKER AVE",""
11,21,29,286,"PARKER AVE",""
387,5,12,200,"W WASHINGTON SQ",""
75,5,12,210,"W WASHINGTON SQ",""
12,5,5,220,"W WASHINGTON SQ",""
12,64,15,8101,"FAIRFIELD ST",""
16,8,4,331,"S SMEDLEY ST",""
11,23,6,4732,"GRISCOM ST",""
19,7,17,105,"E LEHIGH AVE",""
14,31,2,100,"E LEHIGH AVE",""
11,7,17,219,"E LEHIGH AVE",""
109,56,39,1801,"WINCHESTER AVE","PARK PLACE ONE"
41,56,39,2275,"WINCHESTER AVE","GREEN TERRACE APTS S"
23,56,39,2101,"WINCHESTER AVE","WINMONT APTS S"
23,32,6,1500,"PAGE ST",""
11,38,21,2416,"W CLEARFIELD ST",""
12,28,2,2910,"W DAUPHIN ST",""
245,66,37,10825,"E KESWICK RD",""
94,22,5,440,"W SEDGWICK ST","SEDGWICK GARDENS"
37,22,6,200,"W SEDGWICK ST","FRANKLIN VILLA"
23,22,1,540,"W SEDGWICK ST",""
14,22,1,630,"W SEDGWICK ST",""
449,5,34,901,"N PENN ST",""
16,1,17,333,"EARP ST",""
11,3,20,5818,"WHITBY AVE",""
51,9,3,7525,"DEVON ST",""
21,9,3,7306,"DEVON ST",""
14,9,3,7314,"DEVON ST",""
12,9,3,7310,"DEVON ST",""
19,21,1,3818,"TERRACE ST",""
13,21,2,3863,"TERRACE ST",""
24,65,9,4435,"KENDRICK ST",""
15,65,9,4445,"KENDRICK ST",""
20,47,6,1623,"N WILLINGTON ST",""
62,9,3,33,"E ROUMFORT RD","CANTERBURY APTS"
45,9,3,115,"E ROUMFORT RD","LEAMY HOUSE"
38,57,6,9228,"BLUE GRASS RD",""
31,57,6,9200,"BLUE GRASS RD",""
20,57,6,9215,"BLUE GRASS RD",""
19,57,6,9243,"BLUE GRASS RD",""
15,57,6,9217,"BLUE GRASS RD",""
14,57,6,9213,"BLUE GRASS RD",""
12,57,6,9201,"BLUE GRASS RD","BLUE GRASS ESTATE"
12,57,6,9205,"BLUE GRASS RD",""
11,57,6,9207,"BLUE GRASS RD",""
11,57,6,9235,"BLUE GRASS RD",""
24,28,15,2642,"W HAROLD ST",""
22,28,15,2600,"W HAROLD ST",""
46,8,3,1934,"WAVERLY ST","WAVERLY COURT 1934"
30,52,16,2217,"N 51ST ST","GAINOR APTS"
29,41,6,6320,"KEYSTONE ST","BRIDGEVIEW PLAZA"
28,65,12,7201,"KEYSTONE ST",""
23,41,6,6424,"KEYSTONE ST","KEYSTONE HOUSE"
14,41,2,5724,"KEYSTONE ST",""
16,21,13,315,"RIPKA ST",""
12,5,8,416,"S HUTCHINSON ST",""
20,56,35,9451,"CLARK ST",""
414,20,9,1940,"LIACOURAS WK","TEMPLE UNIV NEW RESIDENCE"
11,20,9,1910,"LIACOURAS WK",""
28,21,27,631,"DUPONT ST","DUPONT COURT APTS"
28,21,27,635,"DUPONT ST",""
12,17,14,1807,"WIDENER PL",""
17,35,27,751,"ADAMS AVE",""
32,50,7,1101,"E SYDNEY ST",""
22,50,7,1117,"E SYDNEY ST","WADSWORTH MANOR 1117"
12,2,26,623,"S AMERICAN ST",""
20,27,10,414,"S 44TH ST",""
14,27,10,418,"S 44TH ST",""
12,27,23,413,"S 44TH ST",""
11,27,14,223,"S 44TH ST",""
11,27,14,226,"S 44TH ST",""
163,9,16,350,"E WILLOW GROVE AVE","CHESTNUT HILL VILLAGE 350"
114,9,5,219,"E WILLOW GROVE AVE","WYNDMOOR GARDENS"
15,49,11,1300,"W ALBANUS ST",""
81,21,17,4200,"MITCHELL ST",""
41,4,2,5431,"PENNSGROVE ST",""
183,8,9,201,"S 25TH ST","LOCUST ON THE PARK"
70,8,9,210,"S 25TH ST",""
48,22,3,400,"W HORTTER ST","GERMANTOWN MANOR APTS"
32,22,2,501,"W HORTTER ST","PASTORIUS COURT"
11,22,8,332,"W HORTTER ST",""
15,2,27,1,"QUEEN ST",""
12,2,15,201,"QUEEN ST",""
11,2,15,238,"QUEEN ST",""
11,2,15,404,"QUEEN ST",""
61,27,7,600,"S 43RD ST",""
16,27,6,25,"S 43RD ST",""
14,27,6,6,"S 43RD ST",""
13,27,23,332,"S 43RD ST",""
11,27,1,121,"S 43RD ST",""
124,49,21,1320,"W SOMERVILLE AVE","YORK HOUSE N"
47,26,6,1835,"JOHNSTON ST","OREGON COURT"
11,6,9,824,"N PRESTON ST",""
21,65,17,4415,"DECATUR ST",""
19,65,17,4405,"DECATUR ST",""
12,65,17,4409,"DECATUR ST",""
14,65,7,4953,"FITLER ST",""
12,46,17,4809,"BEAUMONT AVE",""
42,13,5,333,"W ABBOTTSFORD AVE","FERNHILL COURT"
46,18,6,1247,"E COLUMBIA AVE",""
35,18,16,21,"E COLUMBIA AVE",""
15,18,5,1125,"E COLUMBIA AVE",""
12,18,4,1236,"E COLUMBIA AVE",""
53,63,14,8400,"PINE RD","MEDICAL MISSION SISTERS"
30,63,1,8049,"PINE RD","FOXCHASE GARDENS APTS"
21,63,1,8112,"PINE RD","PINE SOLLY APTS"
15,63,13,8209,"PINE RD","PINE ROAD MANOR"
15,63,14,8210,"PINE RD",""
15,63,13,8215,"PINE RD",""
39,22,12,6731,"MUSGRAVE ST","SIMONS GARDENS"
187,21,45,600,"E CATHEDRAL RD",""
49,21,43,700,"E CATHEDRAL RD","CATHEDRAL EAST APTS"
32,21,43,750,"E CATHEDRAL RD",""
168,52,5,2525,"CARDINAL AVE",""
109,52,5,2425,"CARDINAL AVE","ST JOSEPHS LA FARGE"
106,52,5,2449,"CARDINAL AVE","ST JOSEPHS SOURIN"
16,58,31,1761,"FOSTER ST","TOMLINSON COURT 1761"
14,58,31,1751,"FOSTER ST","TOMLINSON COURT 1751"
11,40,19,6401,"SAYBROOK AVE",""
41,9,12,7300,"CRESHEIM RD","CRESHEIMBROOK CONDOS"
35,22,6,6901,"CRESHEIM RD",""
35,9,13,7200,"CRESHEIM RD","CRESHEIM VALLEY APTS"
17,22,6,7057,"CRESHEIM RD",""
16,9,12,7302,"CRESHEIM RD",""
215,27,11,101,"S 39TH ST","HAMILTON COURT APTS"
33,27,21,235,"S 39TH ST",""
28,27,11,20,"S 39TH ST",""
24,27,8,307,"S 39TH ST",""
15,27,11,128,"S 39TH ST",""
14,27,11,130,"S 39TH ST",""
13,27,18,225,"S 39TH ST",""
228,52,7,4000,"PRESIDENTIAL BLV","LINCOLN GREEN 4000"
148,52,7,4040,"PRESIDENTIAL BLV","LINCOLN GREEN 4040"
37,9,12,126,"W ALLENS LN",""
30,9,12,31,"W ALLENS LN",""
25,9,12,144,"W ALLENS LN","ROSE COURT APTS"
16,9,12,19,"W ALLENS LN",""
63,10,11,1410,"72ND AVE","WILLIAM COURT APTS"
23,10,11,1411,"72ND AVE","72ND WEST"
130,22,7,6733,"EMLEN ST","EMLEN ARMS APTS"
92,22,7,6803,"EMLEN ST",""
328,21,14,4000,"GYPSY LN","GYPSY LANE APTS"
12,38,14,3655,"INDIAN QUEEN LN",""
28,22,2,520,"CARPENTER LN",""
16,22,6,101,"CARPENTER LN",""
23,7,10,600,"E LUZERNE ST",""
19,12,17,179,"W HANSBERRY ST",""
17,12,17,177,"W HANSBERRY ST",""
238,56,39,2301,"WOODWARD ST",""
114,56,39,2375,"WOODWARD ST",""
101,44,10,800,"N 48TH ST",""
61,6,6,111,"N 48TH ST",""
191,65,4,5100,"S CONVENT LN","BAKERS BAY"
16,65,4,5009,"S CONVENT LN",""
15,65,4,5023,"S CONVENT LN",""
15,65,4,5027,"S CONVENT LN",""
14,65,4,5011,"S CONVENT LN",""
14,65,4,5015,"S CONVENT LN",""
14,65,4,5025,"S CONVENT LN",""
14,65,4,5029,"S CONVENT LN",""
12,65,4,5007,"S CONVENT LN",""
12,65,4,5019,"S CONVENT LN",""
13,22,21,6529,"BELFIELD AVE",""
36,57,3,2990,"HOLME AVE","IMMACULATE MARY HOME"
27,64,7,2755,"HOLME AVE",""
24,64,7,2723,"HOLME AVE",""
142,58,31,10102,"JAMISON AVE","M & R REIDER HOUSE"
208,9,9,201,"W EVERGREEN AVE","HILL HOUSE EVERGREEN"
58,9,9,150,"W EVERGREEN AVE","COLONIAL MANOR"
38,9,9,220,"W EVERGREEN AVE","CHESTNUT HILL APTS"
13,5,24,1015,"SPRING ST",""
26,16,16,2327,"EDGLEY ST",""
24,16,16,2325,"EDGLEY ST",""
16,16,15,2219,"EDGLEY ST",""
15,16,15,2221,"EDGLEY ST",""
11,16,15,2220,"EDGLEY ST",""
52,9,14,265,"W MOUNT PLEASANT AVE",""
209,64,2,8040,"ROWLAND AVE","PARK TERRACE BLDG B"
79,59,21,243,"W TULPEHOCKEN ST","ENGLISH MANOR APTS"
38,59,22,123,"W TULPEHOCKEN ST","APARTMENTS 123"
35,59,22,121,"W TULPEHOCKEN ST",""
16,59,22,139,"W TULPEHOCKEN ST",""
17,21,4,4304,"CRESSON ST",""
17,21,6,4368,"CRESSON ST",""
11,38,20,3409,"CRESSON ST",""
14,63,14,8248,"ROCKWELL AVE",""
36,17,3,1623,"CHELTEN AVE","OAK LANE COURT APTS"
15,17,3,1625,"CHELTEN AVE",""
17,33,12,1028,"E LYCOMING ST",""
13,33,12,1008,"E LYCOMING ST",""
29,21,22,414,"FOUNTAIN ST",""
15,21,22,348,"FOUNTAIN ST",""
11,21,22,404,"FOUNTAIN ST",""
47,23,21,4649,"PAUL ST",""
13,23,23,4143,"PAUL ST",""
14,17,8,6336,"N NORWOOD ST",""
17,8,1,406,"S CROSKEY ST",""
16,8,1,408,"S CROSKEY ST",""
13,8,1,404,"S CROSKEY ST",""
52,40,11,2125,"S 70TH ST",""
33,59,20,600,"W HARVEY ST","PARK DRIVE MANOR BLDG B"
19,59,19,62,"W HARVEY ST",""
19,59,19,220,"W HARVEY ST",""
13,35,25,5716,"WEYMOUTH ST",""
32,18,6,401,"E GIRARD AVE","BROTHERHOOD MISSION"
16,18,5,512,"E GIRARD AVE",""
267,33,5,1401,"E BRISTOL ST",""
14,33,4,1312,"E BRISTOL ST","HOLY INNOCENTS CONVENT"
18,22,9,75,"W SHARPNACK ST",""
15,63,6,1006,"AFTON ST",""
11,63,6,1015,"AFTON ST",""
182,30,17,500,"ADMIRALS WAY",""
62,30,17,800,"ADMIRALS WAY",""
104,23,5,1336,"ARROTT ST","ARROTT ARMS APTS"
88,52,16,2201,"BRYN MAWR AVE",""
31,52,16,2237,"BRYN MAWR AVE","WESTFIELD APTS"
26,18,5,1050,"E MONTGOMERY AVE",""
12,18,6,1246,"E MONTGOMERY AVE",""
35,12,13,53,"E WISTER ST",""
19,12,5,549,"E WISTER ST",""
15,12,12,326,"E WISTER ST",""
14,12,5,545,"E WISTER ST",""
11,12,13,339,"E WISTER ST",""
31,31,8,1821,"E HAGERT ST",""
12,4,6,5527,"HUNTER ST",""
27,55,3,4015,"DEVEREAUX ST",""
67,57,26,2801,"WALNUT HILL ST",""
13,6,12,830,"N 45TH ST",""
12,6,12,810,"N 45TH ST",""
12,6,12,820,"N 45TH ST",""
11,6,12,840,"N 45TH ST",""
164,6,4,400,"N BUSTI ST","WEST PARK APTS 400"
154,6,4,300,"N BUSTI ST","WEST PARK APTS 300"
12,65,23,4433,"PEARSON AVE","JACKSON COURT APTS"
45,52,16,5050,"WYNNEFIELD AVE","BRYNFIELD APTS"
44,52,13,4927,"WYNNEFIELD AVE",""
32,52,16,5219,"WYNNEFIELD AVE","FAIRVIEW ARMS"
216,2,27,717,"S COLUMBUS BLV","RESIDENCES AT DOCKSIDE"
92,2,27,740,"S COLUMBUS BLV",""
14,21,7,219,"KRAMS AVE",""
53,34,29,1411,"N 76TH ST","WOODCREST GARDENS"
16,34,27,7700,"BROCKTON RD","FARRINGTON"
17,59,15,25,"E HIGH ST",""
20,21,14,320,"ROCHELLE AVE","ROCHELLE ARMS"
39,34,25,2024,"UPLAND WAY",""
21,29,1,909,"CORINTHIAN AVE",""
